Symbol,Company Name,Market Cap,Stock Price,% Change,Industry,Volume,PE Ratio,Ent. Value,MC Group,Sector,Change 1W,Change 1M,Change 6M,Change 3M,Change YTD,Change 1Y,Change 5Y
GRND,Grindr Inc.,2968847720,16.52,-1.73%,Software - Application,304109,,3224288720,Mid-Cap,Technology,-1.62%,-3.61%,43.96%,21.43%,-6.47%,88.53%,
FIVN,"Five9, Inc.",2931623432,38.76,-2.45%,Software - Infrastructure,346794,,3201652432,Mid-Cap,Technology,6.20%,-8.82%,-10.87%,28.88%,-4.36%,-51.28%,-45.63%
PAR,PAR Technology Corporation,2582200238,70.56,-2.01%,Software - Application,94878,,2923024238,Mid-Cap,Technology,-5.25%,-5.40%,35.18%,16.11%,-0.91%,61.35%,139.63%
AGYS,"Agilysys, Inc.",2813776835,96.43,-4.21%,Software - Application,235505,132.46,2813915835,Mid-Cap,Technology,-24.17%,-27.40%,-6.71%,-14.28%,-23.57%,21.52%,251.56%
CALX,"Calix, Inc.",2573060800,39.26,1.19%,Software - Infrastructure,116605,,2290271800,Mid-Cap,Technology,3.41%,9.73%,6.68%,0.44%,11.27%,-10.70%,347.52%
STNE,StoneCo Ltd.,2467556520,8.62,0.41%,Software - Infrastructure,1271690,7.34,915261737,Mid-Cap,Technology,-1.83%,4.63%,-33.75%,-22.14%,7.65%,-49.62%,-79.69%
ODD,Oddity Tech Ltd.,2540737632,44.10,-0.85%,Software - Infrastructure,341502,27.29,2416309632,Mid-Cap,Technology,2.47%,1.65%,10.87%,11.20%,5.85%,3.44%,
SWI,SolarWinds Corporation,2493762640,14.63,0.07%,Software - Infrastructure,49174,69.62,3553806640,Mid-Cap,Technology,4.50%,1.18%,26.58%,13.25%,2.60%,23.17%,-26.51%
RPD,"Rapid7, Inc.",2483387314,39.14,-0.39%,Software - Infrastructure,67764,56.13,3061276314,Mid-Cap,Technology,-1.28%,-0.18%,-1.77%,0.77%,-2.34%,-27.93%,-36.32%
BB,BlackBerry Limited,2419574470,4.09,,Software - Infrastructure,7599904,,2402574470,Mid-Cap,Technology,-1.21%,10.84%,69.01%,58.53%,8.20%,19.24%,-37.84%
PRGS,Progress Software Corporation,2456740300,55.13,-3.72%,Software - Infrastructure,558883,37.18,3900391300,Mid-Cap,Technology,-9.60%,-13.74%,3.10%,-12.42%,-12.11%,-1.11%,21.42%
APPN,Appian Corporation,2426458439,32.58,-0.79%,Software - Infrastructure,152805,,2606030439,Mid-Cap,Technology,-1.82%,-6.92%,-6.97%,5.90%,-0.42%,1.96%,-33.72%
NATL,NCR Atleos Corporation,2404415550,32.56,-1.84%,Software - Application,49486,,4826415550,Mid-Cap,Technology,1.25%,2.92%,-2.24%,21.86%,-2.21%,50.36%,
FLYW,Flywire Corporation,2347943040,18.62,-2.82%,Software - Infrastructure,1191891,119.75,1666817040,Mid-Cap,Technology,-3.96%,-4.82%,5.33%,11.40%,-7.08%,-3.13%,
SEMR,"Semrush Holdings, Inc.",2304680659,15.74,,Software - Application,205055,196.75,2083884659,Mid-Cap,Technology,6.71%,29.02%,13.73%,16.33%,32.49%,34.19%,
LSPD,Lightspeed Commerce Inc.,2248475200,14.70,-0.68%,Software - Application,53899,,1611417200,Mid-Cap,Technology,-0.27%,-7.90%,9.23%,-6.15%,-2.82%,-20.47%,
CXM,"Sprinklr, Inc.",2202955169,8.74,0.87%,Software - Application,427870,54.13,1777470169,Mid-Cap,Technology,0.58%,-4.84%,-7.68%,19.28%,2.49%,-28.96%,
IBTA,"Ibotta, Inc.",1983416992,72.04,0.21%,Software - Application,34095,896.19,1642142992,Mid-Cap,Technology,-2.12%,19.19%,8.81%,0.19%,10.16%,,
KC,Kingsoft Cloud Holdings Limited,2547753462,9.45,-0.74%,Software - Application,456059,,2652882793,Mid-Cap,Technology,-4.54%,-1.25%,258.33%,235.46%,-9.82%,258.33%,
RAMP,"LiveRamp Holdings, Inc.",2160900973,33.25,0.42%,Software - Infrastructure,88962,662.20,1809829973,Mid-Cap,Technology,4.16%,8.72%,3.15%,35.48%,8.00%,-20.93%,-24.51%
PLUS,ePlus inc.,2157641500,80.41,-0.11%,Software - Application,47063,20.02,1833756500,Mid-Cap,Technology,1.33%,8.78%,-2.31%,-17.41%,8.96%,4.74%,88.24%
AVDX,"AvidXchange Holdings, Inc.",2121034751,10.34,-0.29%,Software - Infrastructure,181053,,1807637751,Mid-Cap,Technology,2.07%,-1.80%,-16.44%,19.88%,0.29%,-2.54%,
PAGS,PagSeguro Digital Ltd.,2191896060,6.62,-0.53%,Software - Infrastructure,1342719,5.82,7492274459,Mid-Cap,Technology,-3.90%,3.91%,-48.69%,-20.55%,6.23%,-47.22%,-81.10%
EVTC,"EVERTEC, Inc.",2049646302,32.21,-0.05%,Software - Infrastructure,51064,25.17,2715994302,Mid-Cap,Technology,-1.83%,-4.14%,-6.80%,-2.42%,-6.69%,-17.70%,-6.85%
SPT,"Sprout Social, Inc.",1883346710,33.37,0.91%,Software - Application,139739,,1838583710,Small-Cap,Technology,4.59%,1.91%,-9.84%,16.65%,7.69%,-45.48%,65.35%
DFIN,"Donnelley Financial Solutions, Inc.",1886171952,66.28,1.40%,Software - Application,72944,20.55,1994671952,Small-Cap,Technology,6.55%,6.42%,0.20%,1.15%,4.19%,5.85%,551.65%
JAMF,Jamf Holding Corp.,1891994850,14.82,0.61%,Software - Application,172048,,2042451850,Small-Cap,Technology,4.03%,0.20%,-19.60%,-12.01%,4.84%,-23.16%,
EVCM,EverCommerce Inc.,1877041320,10.30,0.29%,Software - Infrastructure,24276,,2304475320,Small-Cap,Technology,-0.10%,-8.06%,-12.89%,-3.20%,-6.72%,1.48%,
DAVA,Endava plc,1872528114,31.71,0.48%,Software - Infrastructure,34591,199.88,2038055141,Small-Cap,Technology,0.16%,4.16%,1.12%,19.91%,2.14%,-60.01%,-30.83%
MQ,"Marqeta, Inc.",1878955097,3.75,0.13%,Software - Infrastructure,1481393,187.00,768551097,Small-Cap,Technology,-1.84%,-0.27%,-27.66%,-27.94%,-1.32%,-37.67%,
GB,Global Blue Group Holding AG,1499032500,7.54,0.47%,Software - Infrastructure,4606,35.53,2029210622,Small-Cap,Technology,-1.57%,20.77%,38.89%,47.35%,8.23%,60.26%,
PD,"PagerDuty, Inc.",1659755391,18.68,0.81%,Software - Application,129291,,1577291391,Small-Cap,Technology,-1.39%,-0.49%,-11.75%,1.04%,0.77%,-28.98%,-27.50%
DBD,"Diebold Nixdorf, Incorporated",1683059497,44.67,-0.28%,Software - Application,26606,77.22,4075459497,Small-Cap,Technology,4.14%,2.12%,5.84%,0.09%,4.07%,44.95%,
NN,NextNav Inc.,1643939237,12.72,-3.12%,Software - Infrastructure,374542,,1628062237,Small-Cap,Technology,2.02%,-15.83%,64.13%,39.24%,-15.62%,238.40%,
MTTR,"Matterport, Inc.",1659680300,5.17,0.49%,Software - Application,3706960,,1294322300,Small-Cap,Technology,1.78%,8.44%,19.81%,7.31%,8.44%,128.44%,
NTCT,"NetScout Systems, Inc.",1616866529,22.87,1.15%,Software - Infrastructure,55702,,1336402529,Small-Cap,Technology,1.48%,5.21%,23.48%,6.20%,4.39%,4.05%,-11.16%
UPBD,"Upbound Group, Inc.",1613638200,29.86,1.22%,Software - Application,53130,20.21,3041554200,Small-Cap,Technology,0.68%,-2.16%,-9.90%,2.36%,1.13%,-9.43%,-2.22%
VRNT,Verint Systems Inc.,1582654227,25.17,0.08%,Software - Infrastructure,165327,27.06,1840941227,Small-Cap,Technology,0.28%,-6.40%,-25.77%,11.63%,-8.38%,-11.57%,-15.16%
ZUO,"Zuora, Inc.",1454034770,9.97,,Software - Infrastructure,202664,,1303461770,Small-Cap,Technology,-0.10%,0.61%,7.90%,0.61%,0.50%,16.34%,-34.32%
CSGS,"CSG Systems International, Inc.",1572751362,54.88,1.52%,Software - Infrastructure,59160,23.71,2032222362,Small-Cap,Technology,3.27%,5.00%,22.01%,11.47%,5.23%,1.75%,4.96%
MLNK,"MeridianLink, Inc.",1518434146,20.06,0.35%,Software - Application,47582,,1906078146,Small-Cap,Technology,3.96%,-4.44%,-14.63%,-5.25%,-2.64%,-14.15%,
SPNS,Sapiens International Corporation N.V.,1466603592,26.44,0.08%,Software - Application,43419,20.71,1343618592,Small-Cap,Technology,2.57%,-5.26%,-34.95%,-29.75%,-2.12%,-6.00%,1.94%
ADEA,Adeia Inc.,1386764400,13.09,-3.75%,Software - Application,551071,35.38,1831184400,Small-Cap,Technology,1.39%,-4.17%,15.13%,7.12%,-6.37%,14.72%,165.46%
ENFN,"Enfusion, Inc.",1045170675,11.12,0.09%,Software - Application,126221,276.50,1017999675,Small-Cap,Technology,1.74%,4.52%,20.11%,22.36%,7.86%,25.96%,
AMPL,"Amplitude, Inc.",1410880790,11.15,0.98%,Software - Application,104581,,1090576790,Small-Cap,Technology,1.75%,0.27%,39.92%,23.35%,4.64%,-10.68%,
ATEN,"A10 Networks, Inc.",1404393067,19.02,-0.05%,Software - Infrastructure,128243,28.40,1222287067,Small-Cap,Technology,1.01%,2.11%,37.03%,27.86%,2.77%,36.04%,169.76%
KARO,Karooooo Ltd.,1393294526,44.86,-0.55%,Software - Application,41052,28.58,1374708744,Small-Cap,Technology,1.05%,-3.61%,31.82%,14.93%,-0.09%,80.15%,
FSLY,"Fastly, Inc.",1359507000,9.78,0.93%,Software - Application,583110,,1465062000,Small-Cap,Technology,1.33%,-5.41%,24.64%,30.61%,1.00%,-53.08%,-61.34%
SMWB,Similarweb Ltd.,1276402068,16.04,2.65%,Software - Application,116740,,1246896068,Small-Cap,Technology,-2.74%,7.35%,126.52%,70.63%,10.30%,185.74%,
SABR,Sabre Corporation,1290681630,3.38,0.30%,Software - Infrastructure,1250069,,5636171630,Small-Cap,Technology,0.30%,-12.69%,3.37%,-6.13%,-7.67%,-22.35%,-85.09%
DCBO,Docebo Inc.,1280479260,42.98,-0.19%,Software - Application,26165,74.21,1200408260,Small-Cap,Technology,0.89%,-6.78%,15.07%,-6.98%,-3.82%,-6.74%,
DSP,Viant Technology Inc.,323367180,20.18,0.15%,Software - Application,56307,287.86,135600180,Small-Cap,Technology,7.52%,3.18%,84.69%,69.90%,6.11%,140.17%,
TUYA,Tuya Inc.,1248590894,2.19,4.05%,Software - Infrastructure,756109,,457174894,Small-Cap,Technology,22.03%,19.99%,35.84%,34.16%,20.67%,17.39%,
OLO,Olo Inc.,1214447442,7.37,-0.74%,Software - Application,280599,,879445442,Small-Cap,Technology,-1.98%,-5.24%,55.56%,48.10%,-3.39%,49.00%,
DAVE,Dave Inc.,1213825600,91.45,-3.89%,Software - Application,155805,30.40,1212760600,Small-Cap,Technology,9.63%,8.32%,153.73%,117.34%,9.47%,673.58%,
VTEX,VTEX,1164904251,6.27,-1.10%,Software - Application,63803,135.98,950683251,Small-Cap,Technology,4.42%,10.12%,-7.74%,-7.61%,6.20%,-21.91%,
EXOD,"Exodus Movement, Inc.",1103088641,41.00,,Software - Infrastructure,26424,23.56,1033253641,Small-Cap,Technology,8.27%,,144.48%,86.36%,33.64%,1682.61%,
PRO,"PROS Holdings, Inc.",1132032580,24.29,1.50%,Software - Application,107124,,1280713580,Small-Cap,Technology,7.55%,6.36%,1.44%,28.38%,8.97%,-33.01%,-63.55%
PSFE,Paysafe Limited,1135847370,18.44,-1.34%,Software - Infrastructure,46103,,3368201370,Small-Cap,Technology,3.20%,8.16%,-8.83%,-15.58%,9.30%,31.43%,
PDFS,"PDF Solutions, Inc.",1112782230,28.42,-0.99%,Software - Application,48089,260.91,998206230,Small-Cap,Technology,5.52%,2.32%,-18.86%,-2.68%,5.98%,-9.35%,65.90%
TIXT,TELUS International (Cda) Inc.,1069750019,3.93,0.90%,Software - Infrastructure,187122,,2508750019,Small-Cap,Technology,16.12%,6.87%,-37.86%,2.37%,-0.77%,-55.85%,
VMEO,"Vimeo, Inc.",1036568169,6.26,0.16%,Software - Application,312620,31.25,711787169,Small-Cap,Technology,-1.88%,-6.99%,73.61%,28.60%,-2.34%,69.38%,
ML,MoneyLion Inc.,977384625,86.78,0.22%,Software - Application,14774,309.25,1032110625,Small-Cap,Technology,0.97%,0.29%,25.52%,84.48%,1.15%,71.67%,
BLND,"Blend Labs, Inc.",953251740,3.68,-2.65%,Software - Application,524852,,837421740,Small-Cap,Technology,1.61%,-14.09%,21.15%,13.51%,-10.21%,56.85%,
RDWR,Radware Ltd.,929760750,21.96,-1.30%,Software - Infrastructure,16410,,625528750,Small-Cap,Technology,2.96%,-1.46%,25.28%,-4.34%,-1.24%,30.96%,-13.63%
BASE,"Couchbase, Inc.",888869040,17.08,0.47%,Software - Infrastructure,71003,,752758040,Small-Cap,Technology,6.25%,10.10%,-4.92%,-0.64%,9.04%,-28.99%,
GCT,GigaCloud Technology Inc.,883348860,21.45,1.23%,Software - Infrastructure,403107,6.79,1127101860,Small-Cap,Technology,7.07%,18.18%,-25.88%,-18.41%,14.42%,6.48%,
ETWO,"E2open Parent Holdings, Inc.",788832300,2.54,-0.59%,Software - Application,523967,,1689238300,Small-Cap,Technology,-1.54%,-3.04%,-42.31%,-16.12%,-4.14%,-29.95%,
CINT,CI&T Inc.,865892697,6.36,-1.70%,Software - Infrastructure,113422,52.82,,Small-Cap,Technology,0.95%,3.07%,6.33%,-8.33%,5.11%,31.82%,
RSKD,Riskified Ltd.,878282823,5.10,-1.07%,Software - Application,130298,,516856823,Small-Cap,Technology,2.18%,10.99%,-18.77%,13.69%,8.88%,17.85%,
AIOT,"PowerFleet, Inc.",818268480,6.25,0.97%,Software - Infrastructure,650138,,885543480,Small-Cap,Technology,-0.96%,-5.21%,24.80%,11.73%,-7.06%,84.23%,-22.82%
YEXT,"Yext, Inc.",804012300,6.44,2.14%,Software - Infrastructure,180039,,790530300,Small-Cap,Technology,-1.47%,0.08%,15.05%,-10.57%,0.39%,5.36%,-58.86%
IIIV,"i3 Verticals, Inc.",570824875,24.35,,Software - Infrastructure,31432,5.17,517904875,Small-Cap,Technology,2.31%,4.33%,4.42%,5.92%,5.69%,24.49%,-24.40%
SCWX,SecureWorks Corp.,751121015,8.46,0.18%,Software - Infrastructure,28967,,702866015,Small-Cap,Technology,,-0.35%,13.90%,0.96%,-0.24%,18.54%,-47.87%
OSPN,OneSpan Inc.,725250099,19.11,0.08%,Software - Infrastructure,51464,25.80,654853099,Small-Cap,Technology,-0.37%,4.60%,44.51%,25.59%,2.97%,83.38%,0.63%
PUBM,"PubMatic, Inc.",687602265,14.86,0.88%,Software - Application,86548,46.03,582579265,Small-Cap,Technology,2.29%,-4.60%,-30.78%,-3.41%,0.27%,-1.07%,
PRTH,"Priority Technology Holdings, Inc.",708676722,9.05,-4.49%,Software - Infrastructure,209421,,1468070722,Small-Cap,Technology,17.49%,10.24%,82.12%,57.83%,-19.40%,166.76%,214.62%
RPAY,Repay Holdings Corporation,649431400,7.39,-0.14%,Software - Infrastructure,67141,,989087400,Small-Cap,Technology,-0.40%,-4.88%,-24.10%,-2.37%,-3.01%,0.68%,-54.15%
CGNT,Cognyte Software Ltd.,675813000,9.47,0.74%,Software - Infrastructure,141049,,599361000,Small-Cap,Technology,-1.98%,8.42%,27.89%,35.25%,8.67%,58.25%,
PGY,Pagaya Technologies Ltd.,665846868,9.04,-0.88%,Software - Infrastructure,419515,,1176962868,Small-Cap,Technology,3.52%,1.90%,-37.79%,-23.49%,-1.83%,-29.63%,
DJCO,Daily Journal Corporation,665491530,476.12,-1.45%,Software - Application,33416,8.52,320243530,Small-Cap,Technology,-6.79%,-13.59%,5.63%,-2.02%,-16.69%,39.47%,64.71%
RZLV,Rezolve AI Limited,513965568,3.04,-3.80%,Software - Infrastructure,4460926,,559337300,Small-Cap,Technology,31.12%,6.76%,,-41.59%,-17.28%,,
YALA,Yalla Group Limited,615038494,3.93,0.13%,Software - Application,50718,5.37,46012903,Small-Cap,Technology,-0.51%,-4.16%,-11.11%,-6.67%,-3.45%,-27.27%,
IMXI,"International Money Express, Inc.",625394857,19.43,-3.38%,Software - Infrastructure,45135,11.23,626971857,Small-Cap,Technology,-4.65%,-2.76%,-3.04%,12.16%,-3.46%,-3.83%,64.36%
CRNC,Cerence Inc.,628060524,13.94,-4.59%,Software - Application,2810068,,796310524,Small-Cap,Technology,9.07%,90.48%,387.00%,388.63%,86.12%,-24.92%,-32.67%
RXT,"Rackspace Technology, Inc.",550716980,2.58,6.41%,Software - Infrastructure,305021,,3745816980,Small-Cap,Technology,1.68%,7.56%,-2.81%,-4.72%,9.50%,39.88%,
HKD,AMTD Digital Inc.,518816910,2.74,0.58%,Software - Application,61553,8.10,247624910,Small-Cap,Technology,0.74%,4.22%,-15.79%,-24.02%,-8.11%,-32.17%,
RDVT,"Red Violet, Inc.",494087653,35.72,-0.29%,Software - Application,8383,96.82,460489653,Small-Cap,Technology,1.14%,-6.27%,36.10%,19.81%,-2.10%,90.23%,63.70%
CCSI,"Consensus Cloud Solutions, Inc.",490311389,25.51,0.43%,Software - Infrastructure,15646,5.56,1063119389,Small-Cap,Technology,1.52%,7.67%,24.21%,21.42%,6.45%,38.34%,
BIGC,"BigCommerce Holdings, Inc.",485956000,6.13,-1.21%,Software - Application,165526,,537753000,Small-Cap,Technology,0.49%,0.32%,-22.01%,8.20%,1.31%,-24.94%,
MTLS,Materialise NV,467221441,7.78,-1.64%,Software - Application,26244,37.47,401550700,Small-Cap,Technology,-1.80%,6.17%,43.30%,52.70%,12.36%,32.05%,-58.32%
MITK,"Mitek Systems, Inc.",440190520,9.84,0.41%,Software - Application,111397,140.00,458486520,Small-Cap,Technology,-1.71%,-14.26%,-19.74%,8.41%,-11.95%,-21.79%,7.57%
BAND,Bandwidth Inc.,447864558,16.03,-1.54%,Software - Infrastructure,41506,,896994558,Small-Cap,Technology,3.04%,-10.15%,-21.58%,-14.18%,-4.35%,19.71%,-76.89%
PRCH,"Porch Group, Inc.",453394485,4.34,-4.19%,Software - Application,245955,,603905485,Small-Cap,Technology,-5.23%,-11.00%,143.55%,219.01%,-7.93%,104.98%,-54.43%
API,"Agora, Inc.",451206749,4.53,-3.62%,Software - Application,177347,7.34,185593749,Small-Cap,Technology,17.50%,3.30%,88.76%,64.34%,12.98%,80.08%,
BKKT,"Bakkt Holdings, Inc.",188851532,30.34,4.05%,Software - Infrastructure,175976,,117834532,Small-Cap,Technology,20.65%,5.81%,40.73%,154.23%,17.72%,-16.09%,
XPER,Xperi Inc.,404368404,9.05,0.33%,Software - Application,57438,,402178404,Small-Cap,Technology,-0.11%,-11.48%,17.76%,-4.45%,-12.17%,-12.85%,
TRAK,"ReposiTrak, Inc.",394620210,21.74,0.58%,Software - Application,5979,69.71,369431701,Small-Cap,Technology,0.16%,-6.06%,-65.76%,11.47%,-2.28%,-65.76%,-65.76%
LSAK,"Lesaka Technologies, Inc.",405226668,5.13,0.29%,Software - Infrastructure,5957,,521400668,Small-Cap,Technology,-2.39%,1.89%,3.13%,0.49%,-6.15%,57.87%,38.24%
LGTY,"Logility Supply Chain Solutions, Inc.",375196314,11.15,0.09%,Software - Application,21213,58.63,290976314,Small-Cap,Technology,0.81%,2.96%,,6.50%,0.54%,,
OOMA,"Ooma, Inc.",378270000,13.99,-0.14%,Software - Application,14758,,376350000,Small-Cap,Technology,-0.28%,-2.51%,41.66%,15.12%,-0.36%,32.55%,-0.14%
DGNX,Diginex Limited,168781418,15.62,108.27%,Software - Application,8327675,,181612928,Micro-Cap,Technology,,,,,,,
EGHT,"8x8, Inc.",350171480,2.68,,Software - Application,156257,,693683480,Small-Cap,Technology,-1.47%,-1.47%,-3.60%,32.67%,0.37%,-22.99%,-87.05%
ARQQ,Arqit Quantum Inc.,363991440,27.39,-5.91%,Software - Infrastructure,253611,,346276440,Small-Cap,Technology,-2.19%,-9.31%,195.36%,276.84%,-28.78%,140.52%,
ASUR,"Asure Software, Inc.",335110218,12.66,0.32%,Software - Application,46570,,336800218,Small-Cap,Technology,4.13%,38.38%,28.78%,30.64%,34.11%,50.78%,42.12%
KLTR,"Kaltura, Inc.",335316800,2.24,-0.22%,Software - Application,66313,,308683800,Small-Cap,Technology,-2.61%,-4.27%,86.67%,67.16%,1.82%,25.14%,
EB,"Eventbrite, Inc.",329399738,3.44,1.03%,Software - Application,166153,,17138738,Small-Cap,Technology,-0.87%,2.10%,-34.11%,17.65%,1.19%,-56.35%,-83.49%
BLZE,"Backblaze, Inc.",321627500,6.27,-1.26%,Software - Infrastructure,80693,,350124500,Small-Cap,Technology,2.92%,-1.09%,2.59%,-14.88%,5.48%,-12.29%,
ALLT,Allot Ltd.,320220194,8.33,,Software - Infrastructure,481973,,312511194,Small-Cap,Technology,9.59%,64.27%,160.44%,137.86%,38.32%,386.98%,-16.70%
DOMO,"Domo, Inc.",295653259,7.65,1.19%,Software - Application,51466,,383933259,Micro-Cap,Technology,11.34%,6.03%,-4.30%,-5.03%,6.78%,-21.00%,-68.88%
NRDY,"Nerdy, Inc.",290403190,1.65,2.53%,Software - Application,487519,,225401190,Micro-Cap,Technology,-4.17%,-5.85%,-3.01%,61.00%,-0.62%,-48.56%,
LAW,"CS Disco, Inc.",296548560,4.94,-0.20%,Software - Application,39954,,177563560,Micro-Cap,Technology,-2.75%,-4.81%,-9.34%,-17.22%,-0.80%,-37.81%,
SMRT,"SmartRent, Inc.",296556260,1.53,-0.65%,Software - Application,135748,,132906260,Micro-Cap,Technology,-3.12%,-1.90%,-35.95%,-10.40%,-11.43%,-54.28%,
ILLR,Triller Group Inc.,287934000,1.89,1.89%,Software - Application,522466,,289803399,Micro-Cap,Technology,-22.59%,-17.78%,-60.21%,-49.04%,-22.27%,148.10%,-91.13%
EXFY,"Expensify, Inc.",293577504,3.26,-1.36%,Software - Application,88273,,260964504,Micro-Cap,Technology,-2.94%,-8.33%,75.53%,86.97%,-1.49%,76.47%,
PDYN,Palladyne AI Corp.,288777916,9.24,-2.85%,Software - Infrastructure,6531564,,278838916,Micro-Cap,Technology,3.48%,169.41%,373.13%,352.86%,-22.49%,1627.52%,
IMMR,Immersion Corporation,275634478,8.54,,Software - Application,96823,4.74,496857478,Micro-Cap,Technology,-2.95%,-6.05%,-29.65%,1.19%,-2.18%,25.77%,11.34%
ONTF,"ON24, Inc.",270730200,6.52,0.31%,Software - Application,21208,,85250200,Micro-Cap,Technology,0.93%,0.46%,2.85%,3.34%,0.62%,-8.71%,
SVCO,"Silvaco Group, Inc.",238235946,9.37,11.95%,Software - Application,385292,,144465946,Micro-Cap,Technology,1.83%,6.35%,-56.59%,29.17%,3.59%,,
SANG,Sangoma Technologies Corporation,257234159,7.75,-0.90%,Software - Infrastructure,2366,,319639159,Micro-Cap,Technology,6.23%,9.18%,59.46%,33.95%,7.42%,167.62%,
RMNI,"Rimini Street, Inc.",253666800,2.84,1.79%,Software - Application,41822,,215985800,Micro-Cap,Technology,,10.71%,-7.31%,60.35%,4.49%,-11.99%,-40.00%
ATGL,Alpha Technology Group Limited,233516250,14.99,-2.14%,Software - Infrastructure,7202,,228077840,Micro-Cap,Technology,-3.16%,8.90%,313.51%,140.19%,8.20%,10.31%,
PERF,Perfect Corp.,264809867,2.42,-13.99%,Software - Application,224645,46.38,102287867,Micro-Cap,Technology,-8.57%,14.91%,18.10%,32.87%,-9.86%,2.86%,
ARBE,Arbe Robotics Ltd.,285720604,2.86,-5.02%,Software - Infrastructure,3685315,,299435604,Micro-Cap,Technology,-6.05%,72.51%,32.28%,51.67%,58.60%,51.28%,
TLS,Telos Corporation,237408368,3.30,-0.30%,Software - Infrastructure,72517,,178288368,Micro-Cap,Technology,0.61%,-6.29%,-22.46%,-11.59%,-4.09%,-24.94%,
AEVA,"Aeva Technologies, Inc.",240317288,4.37,-2.02%,Software - Infrastructure,58407,,106806288,Micro-Cap,Technology,0.45%,10.95%,35.56%,14.07%,-6.11%,-3.61%,
APPS,"Digital Turbine, Inc.",220936380,2.26,5.87%,Software - Application,1564675,,595791380,Micro-Cap,Technology,10.36%,23.84%,-1.84%,-32.81%,26.04%,-60.19%,-71.90%
MAPS,"WM Technology, Inc.",135356327,1.38,-0.36%,Software - Application,354147,,121313327,Micro-Cap,Technology,5.73%,-15.03%,34.47%,53.65%,0.36%,59.20%,-86.15%
AEYE,"AudioEye, Inc.",222493887,18.20,0.39%,Software - Application,45586,,226622887,Micro-Cap,Technology,13.83%,4.70%,-14.35%,-26.24%,20.12%,250.67%,238.33%
HPAI,Helport AI Limited,211583834,5.70,0.85%,Software - Infrastructure,5881,0.00,213891822,Micro-Cap,Technology,5.52%,-9.12%,,32.54%,2.67%,,
MRT,"Marti Technologies, Inc.",204184868,3.59,0.70%,Software - Application,13464,,264824145,Micro-Cap,Technology,-3.52%,20.27%,106.98%,74.94%,5.01%,298.75%,
BCOV,Brightcove Inc.,200735184,4.43,0.11%,Software - Application,30330,,196458184,Micro-Cap,Technology,,0.91%,76.10%,106.54%,1.61%,72.66%,-50.34%
EGAN,eGain Corporation,184549633,6.52,0.77%,Software - Application,10817,34.05,120964633,Micro-Cap,Technology,1.09%,14.11%,-8.10%,31.50%,3.85%,-14.87%,-16.94%
REKR,"Rekor Systems, Inc.",195156624,1.95,-6.20%,Software - Infrastructure,8228454,,216443624,Micro-Cap,Technology,35.07%,153.54%,23.81%,89.09%,33.33%,-40.23%,-48.00%
PSQH,"PSQ Holdings, Inc.",184520104,4.29,-0.70%,Software - Application,713205,,207118549,Micro-Cap,Technology,4.60%,12.50%,32.92%,57.09%,-4.85%,-15.13%,
TCX,Tucows Inc.,180697174,16.56,0.85%,Software - Infrastructure,3672,,613587174,Micro-Cap,Technology,-0.30%,4.79%,-25.30%,-16.01%,-4.20%,-27.25%,-74.15%
TROO,"TROOPS, Inc.",182876400,1.77,-1.67%,Software - Application,3743,,172572400,Micro-Cap,Technology,3.63%,-0.55%,-50.95%,-14.29%,9.76%,-24.37%,97.39%
CCRD,CoreCard Corporation,176906749,22.52,0.58%,Software - Application,13856,45.69,150941749,Micro-Cap,Technology,-1.58%,3.75%,88.47%,82.33%,-1.37%,90.07%,-43.24%
GRRR,Gorilla Technology Group Inc.,283801671,14.89,-3.12%,Software - Infrastructure,790822,5.32,271452738,Micro-Cap,Technology,0.30%,11.71%,407.99%,190.56%,-17.30%,200.50%,
AZ,A2Z Cust2Mate Solutions Corp.,191041221,6.52,0.31%,Software - Application,16499,,189621221,Micro-Cap,Technology,1.88%,-9.72%,205.88%,36.84%,-1.81%,152.43%,
SSTI,"SoundThinking, Inc.",164028155,13.11,0.58%,Software - Application,6131,,152771155,Micro-Cap,Technology,-0.42%,5.07%,-6.26%,12.07%,-0.80%,-39.72%,-55.23%
PAYS,"Paysign, Inc.",153148424,2.85,-0.35%,Software - Infrastructure,116363,19.07,45609218,Micro-Cap,Technology,-4.99%,-5.30%,-45.65%,-24.50%,-6.24%,7.25%,-71.02%
AISP,"Airship AI Holdings, Inc.",152247510,5.31,-4.84%,Software - Infrastructure,872021,5.58,150261235,Micro-Cap,Technology,8.77%,27.69%,33.17%,169.57%,-10.86%,272.00%,
XNET,Xunlei Limited,136292867,2.18,1.40%,Software - Infrastructure,31252,9.43,-121625133,Micro-Cap,Technology,3.87%,8.04%,28.74%,8.59%,8.04%,42.38%,-59.36%
RDZN,"Roadzen, Inc.",145414331,1.77,-9.69%,Software - Application,107953,,163647135,Micro-Cap,Technology,24.84%,-20.33%,7.69%,117.78%,-10.09%,-53.11%,
YAAS,Youxin Technology Ltd,129500000,3.78,-2.20%,Software - Application,3273,,129750273,Micro-Cap,Technology,2.93%,-2.28%,,,-4.12%,,
NTCL,NetClass Technology Inc,129600000,7.15,-3.12%,Software - Application,28066,683.32,129317971,Micro-Cap,Technology,-2.64%,37.17%,,,26.15%,,
